image_name,latitude,longitude
1398.807486720.png,,
1399.242926816.png,,
1399.663896512.png,,
1400.113035168.png,,
1400.536501024.png,,
1400.972539008.png,,
1401.407709696.png,,
1401.840616512.png,,
1402.265261952.png,,
1402.710292160.png,13.02284891547219,77.56577561130783
1403.136977248.png,13.024687743832608,77.56795667811915
1403.571435264.png,,
1404.009579072.png,,
1404.435293504.png,,
1404.870070912.png,,
1405.304129440.png,,
1405.742287008.png,,
1406.165918112.png,,
1406.607139264.png,,
1407.041513024.png,,
1407.465261920.png,,
1407.898279392.png,,
1408.332897216.png,,
1408.767135552.png,,
1409.201570848.png,13.022574330366293,77.56522276192936
1409.633661216.png,13.02799330737904,77.56633424943813
1410.068470432.png,13.026761563213954,77.5633733951845
1410.496679456.png,13.025838668972412,77.56587194098485
1410.933772960.png,13.026577192496106,77.56696336562256
1411.369196928.png,13.023958312428539,77.56503131042064
1411.802428288.png,13.026760164434249,77.56337306743899
1412.242449984.png,13.026760426326643,77.56337305401483
1412.665946656.png,13.02676038740963,77.56337336899104
1413.103307904.png,13.026760008766185,77.56337330776387
1413.534059040.png,13.026759633312647,77.56337377269755
1413.972779968.png,13.026759614173137,77.56337456832352
1414.396151584.png,13.026759941139883,77.56337462365718
1414.832299584.png,13.02675865719726,77.56337496155265
1415.271228608.png,13.026758320979743,77.56337444161272
1415.707358432.png,13.026758815736269,77.56337326945595
1416.129616256.png,13.026759680523451,77.56337349635668
1416.569207296.png,13.026762033408101,77.56337342399729
1417.009677632.png,13.026761574697678,77.56337350781632
1417.436188960.png,13.026761788422276,77.56337330972838
1417.870524448.png,13.026760715971335,77.56337431686643
1418.298950464.png,13.02676179735405,77.56337384964081
1418.736102048.png,13.026762253193551,77.56337491080285
1419.170658944.png,13.026762474892957,77.56337357919347
1419.605226432.png,13.026763104902063,77.56337120148328
1420.037995936.png,13.026765622067526,77.56337080432512
1420.465413792.png,13.026760028543675,77.5633737320977
1420.897239552.png,13.026757712024102,77.56337540978802
1421.340067264.png,13.0267599168965,77.56337629185235
1421.773195552.png,13.026760744999608,77.56337649026771
1422.206017312.png,13.026761889542732,77.56337440657899
1422.635792864.png,13.026759102191043,77.56337892527607
1423.065791040.png,13.026764128547226,77.5633712165445
1423.501277664.png,13.026764971004955,77.56337410109789
1423.936690272.png,13.026766287165733,77.56337587766848
1424.371277600.png,13.026763983405884,77.56337838536365
1424.800546688.png,13.026764411493073,77.56337685501148
1425.233700864.png,,
1425.669042976.png,,
1426.103046144.png,,
1426.532623776.png,,
1426.963446432.png,,
1427.400840160.png,,
1427.829662112.png,,
1428.267390208.png,,
1428.704654400.png,13.025826736395722,77.56586251985667
1429.133747680.png,,
1429.564765664.png,13.024106062196974,77.56574696484405
1430.007681472.png,13.025837880421369,77.56587234632846
1430.432022688.png,13.025974038140449,77.56199327766534
1430.870300416.png,13.02583786064379,77.56587114732339
1431.296443616.png,13.025837820131665,77.5658724668183
1431.735484128.png,13.025860025243244,77.56573184795073
1432.165624032.png,13.025837551220436,77.56587358069464
1432.603593632.png,13.025837831615414,77.5658724628893
1433.031981056.png,13.025976035674395,77.56199189465131
1433.466912096.png,13.0258378558589,77.56587222714826
1433.901311040.png,13.025836590413098,77.56587393561587
1434.337794720.png,13.025839073455712,77.56587266130467
1434.767799360.png,13.025838008337617,77.56587192919781
1435.195383200.png,13.024107916836053,77.56578571412048
1435.633847936.png,13.024495703253391,77.56791116438492
1436.067432192.png,13.024495594795129,77.56791156514467
